Année;Catégorie;Nom;Lauréat;Sexe;Pour
2014;Meilleur Film Étranger;DEAD MAN TALKING;Non;M;réalisé par Patrick Ridremont, coproduction France SUPERPROD (Jérémie Fajner, Clément Calvet)
1996;Meilleur Film Étranger;SMOKE;Non;M;réalisé par Paul Auster, Wayne Wang
2009;Meilleur Film Étranger;THERE WILL BE BLOOD;Non;M;réalisé par Paul Thomas Anderson
1991;Meilleur Film Étranger;TAXI BLUES;Non;M;réalisé par Pavel Louguine
2015;Meilleur Film Étranger;IDA;Non;M;réalisé par Pawel Pawlikowski, distribution France MEMENTO FILMS DISTRIBUTION
1991;Meilleur Film Étranger;ATTACHE-MOI;Non;M;réalisé par Pedro Almodóvar
1993;Meilleur Film Étranger;TALONS AIGUILLES;Oui;M;réalisé par Pedro Almodóvar
2000;Meilleur Film Étranger;TOUT SUR MA MÈRE;Oui;M;réalisé par Pedro Almodóvar
2007;Meilleur Film Étranger;VOLVER;Non;M;réalisé par Pedro Almodóvar
2006;Meilleur Acteur dans un Second Rôle;Georges Wilson;Non;M;JE NE SUIS PAS LÀ POUR ÊTRE AIMÉ
1989;Meilleur Film Étranger;BAGDAD CAFÉ;Oui;M;réalisé par Percy Adlon
1998;Meilleur Film Étranger;THE FULL MONTY;Non;M;réalisé par Peter Cattaneo
2014;Meilleure Actrice dans un Second Rôle;Géraldine Pailhas;Non;F;JEUNE & JOLIE
2004;Meilleure Actrice dans un Second Rôle;Géraldine Pailhas;Non;F;LE COÛT DE LA VIE
1991;Meilleur Film Étranger;LE CERCLE DES POÈTES DISPARUS;Oui;M;réalisé par Peter Weir
1987;Meilleur Acteur dans un Second Rôle;Gérard Darmon;Non;M;37°2, LE MATIN
2003;Meilleur Acteur dans un Second Rôle;Gérard Darmon, Jamel Debbouze;Non;M;ASTÉRIX ET OBÉLIX : MISSION CLÉOPÂTRE
1995;Meilleur Film Étranger;PULP FICTION;Non;M;réalisé par Quentin Tarantino
1991;Meilleur Acteur;Gérard Depardieu;Oui;M;CYRANO DE BERGERAC
1981;Meilleur Acteur;Gérard Depardieu;Oui;M;LE DERNIER MÉTRO
2016;Meilleur Acteur;Gérard Depardieu;Non;M;VALLEY OF LOVE
2011;Meilleur Acteur;Gérard Depardieu;Non;M;MAMMUTH
2007;Meilleur Acteur;Gérard Depardieu;Non;M;QUAND J'ÉTAIS CHANTEUR
1995;Meilleur Acteur;Gérard Depardieu;Non;M;LE COLONEL CHABERT
1990;Meilleur Acteur;Gérard Depardieu;Non;M;TROP BELLE POUR TOI
1989;Meilleur Acteur;Gérard Depardieu;Non;M;CAMILLE CLAUDEL
1988;Meilleur Acteur;Gérard Depardieu;Non;M;SOUS LE SOLEIL DE SATAN
1986;Meilleur Acteur;Gérard Depardieu;Non;M;POLICE
1985;Meilleur Acteur;Gérard Depardieu;Non;M;FORT SAGANNE
1984;Meilleur Acteur;Gérard Depardieu;Non;M;LES COMPÈRES
1983;Meilleur Acteur;Gérard Depardieu;Non;M;DANTON
1979;Meilleur Acteur;Gérard Depardieu;Non;M;LE SUCRE
1978;Meilleur Acteur;Gérard Depardieu;Non;M;DITES-LUI QUE JE L'AIME
1977;Meilleur Acteur;Gérard Depardieu;Non;M;LA DERNIÈRE FEMME
1976;Meilleur Acteur;Gérard Depardieu;Non;M;SEPT MORTS SUR ORDONNANCE
2014;Meilleur Film Étranger;DJANGO UNCHAINED;Non;M;réalisé par Quentin Tarantino, distribution France SONY PICTURES RELEASING FRANCE
2015;Meilleur Film Étranger;BOYHOOD;Non;M;réalisé par Richard Linklater, distribution France DIAPHANA DISTRIBUTION
1992;Meilleur Film Étranger;THELMA ET LOUISE;Non;M;réalisé par Ridley Scott
2005;Meilleur Acteur;Gérard Jugnot;Non;M;LES CHORISTES
1992;Meilleur Acteur;Gérard Jugnot;Non;M;UNE ÉPOQUE FORMIDABLE
1988;Meilleur Acteur;Gérard Jugnot;Non;M;TANDEM
1998;Meilleur Acteur dans un Second Rôle;Gérard Jugnot;Non;M;MARTHE
1983;Meilleur Acteur dans un Second Rôle;Gérard Klein;Non;M;LA PASSANTE DU SANS-SOUCI
1976;Meilleur Film Étranger;NASHVILLE;Non;M;réalisé par Robert Altmann
1995;Meilleur Acteur;Gérard Lanvin;Oui;M;LE FILS PRÉFÉRÉ
1983;Meilleur Acteur;Gérard Lanvin;Non;M;TIR GROUPÉ
1982;Meilleur Acteur dans un Second Rôle;Gérard Lanvin;Non;M;UNE ÉTRANGE AFFAIRE
2001;Meilleur Acteur dans un Second Rôle;Gérard Lanvin, Alain Chabat;Oui;M;LE GOÛT DES AUTRES
1995;Meilleur Film Étranger;SHORT CUTS;Non;M;réalisé par Robert Altmann
1992;Meilleur Acteur dans un Second Rôle;Gérard Séty;Non;M;VAN GOGH
1993;Meilleur Film Étranger;THE PLAYER;Non;M;réalisé par Robert Altmann
1979;Meilleur Film Étranger;UN MARIAGE;Non;M;réalisé par Robert Altmann
1981;Meilleur Film Étranger;KRAMER CONTRE KRAMER;Non;M;réalisé par Robert Benton
1989;Meilleur Film Étranger;QUI VEUT LA PEAU DE ROGER RABBIT;Non;M;réalisé par Robert Zemeckis
1999;Meilleur Film Étranger;LA VIE EST BELLE;Oui;M;réalisé par Roberto Benigni
1986;Meilleur Film Étranger;LA DÉCHIRURE;Non;M;réalisé par Roland Joffé
1987;Meilleur Film Étranger;MISSION;Non;M;réalisé par Roland Joffé
2001;Meilleur Film Étranger;AMERICAN BEAUTY;Non;M;réalisé par Sam Mendes
2009;Meilleur Film Étranger;INTO THE WILD;Non;M;réalisé par Sean Penn
1983;Meilleur Film Étranger;YOL;Non;M;réalisé par Serif Goren, Yilmar Guney
2011;Meilleur Acteur dans un Second Rôle;Gilles Lellouche;Non;M;LES PETITS MOUCHOIRS
1987;Meilleur Film Étranger;OUT OF AFRICA;Non;M;réalisé par Sidney Pollack
1984;Meilleur Film Étranger;TOOTSIE;Non;M;réalisé par Sidney Pollack
2005;Meilleur Film Étranger;LOST IN TRANSLATION;Oui;F;réalisé par Sofia Coppola
2000;Meilleur Film Étranger;DANS LA PEAU DE JOHN MALKOVICH;Non;M;réalisé par Spike Jonze
1977;Meilleur Film Étranger;BARRY LYNDON;Non;M;réalisé par Stanley Kubrick
2000;Meilleur Film Étranger;EYES WIDE SHUT;Non;M;réalisé par Stanley Kubrick
2010;Meilleur Film Étranger;PANIQUE AU VILLAGE;Non;M;réalisé par Stéphane Aubier, Vincent Patar
2001;Meilleur Film Étranger;BILLY ELLIOT;Non;M;réalisé par Stephen Daldry
2004;Meilleur Film Étranger;THE HOURS;Non;M;réalisé par Stephen Daldry
1990;Meilleur Film Étranger;LES LIAISONS DANGEREUSES;Oui;M;réalisé par Stephen Frears
2007;Meilleur Film Étranger;THE QUEEN;Non;M;réalisé par Stephen Frears
1994;Meilleur Film Étranger;THE SNAPPER;Non;M;réalisé par Stephen Frears
2015;Meilleur Film Étranger;12 YEARS A SLAVE;Non;M;réalisé par Steve McQueen, distribution France MARS DISTRIBUTION
2003;Meilleur Film Étranger;OCEAN'S ELEVEN;Non;M;réalisé par Steven Soderbergh
1990;Meilleur Film Étranger;SEXE, MENSONGES ET VIDÉO;Non;M;réalisé par Steven Soderbergh
2002;Meilleur Film Étranger;TRAFFIC;Non;M;réalisé par Steven Soderbergh
1983;Meilleur Film Étranger;E.T.;Non;M;réalisé par Steven Spielberg
1999;Meilleur Film Étranger;IL FAUT SAUVER LE SOLDAT RYAN;Non;M;réalisé par Steven Spielberg
1995;Meilleur Film Étranger;LA LISTE DE SCHINDLER;Non;M;réalisé par Steven Spielberg
1982;Meilleur Film Étranger;LES AVENTURIERS DE L'ARCHE PERDUE;Non;M;réalisé par Steven Spielberg
2003;Meilleur Film Étranger;MINORITY REPORT;Non;M;réalisé par Steven Spielberg
1986;Meilleur Film Étranger;RECHERCHE SUSAN, DÉSESPÉRÉMENT;Non;M;réalisé par Susan Seidelman
1998;Meilleur Film Étranger;HANNA BI;Non;M;réalisé par Takeshi Kitano
2000;Meilleur Film Étranger;LA LIGNE ROUGE;Non;M;réalisé par Terrence Malick
2014;Meilleur Acteur;Grégory Gadebois;Non;M;MON ÂME PAR TOI GUÉRIE
1999;Meilleur Film Étranger;FESTEN;Non;M;réalisé par Thomas Vinterberg
2012;Meilleur Film Étranger;LE DISCOURS D'UN ROI;Non;M;réalisé par Tom Hooper, distribution France WILD BUNCH DISTRIBUTION (Jean-Philippe Tirel)
1982;Meilleur Film Étranger;LE FAUSSAIRE;Non;M;réalisé par Volker Schlöndorff
1980;Meilleur Film Étranger;LE TAMBOUR;Non;M;réalisé par Volker Schlöndorff
2015;Meilleur Acteur;Guillaume Canet;Non;M;LA PROCHAINE FOIS JE VISERAI LE COEUR
2005;Meilleur Film Étranger;CARNETS DE VOYAGE;Non;M;réalisé par Walter Salles
1999;Meilleur Film Étranger;CENTRAL DO BRAZIL;Non;M;réalisé par Walter Salles
1976;Meilleur Film Étranger;AGUIRRE, LA COLÈRE DE DIEU;Non;M;réalisé par Werner Herzog
2013;Meilleur Acteur dans un Second Rôle;Guillaume de Tonquédec;Oui;M;LE PRÉNOM
2015;Meilleur Film Étranger;THE GRAND BUDAPEST HOTEL;Non;M;réalisé par Wes Anderson, distribution France TWENTIETH CENTURY FOX
2009;Meilleur Acteur;Guillaume Depardieu;Non;M;VERSAILLES
1978;Meilleur Film Étranger;L'AMI AMÉRICAIN;Non;M;réalisé par Wim Wenders
1988;Meilleur Film Étranger;LES AILES DU DÉSIR;Non;M;réalisé par Wim Wenders
1985;Meilleur Film Étranger;PARIS, TEXAS;Non;M;réalisé par Wim Wenders
2014;Meilleur Acteur;Guillaume Gallienne;Oui;M;LES GARÇONS ET GUILLAUME, À TABLE !
2015;Meilleur Acteur dans un Second Rôle;Guillaume Gallienne;Non;M;YVES SAINT LAURENT
2001;Meilleur Film Étranger;IN THE MOOD FOR LOVE;Oui;M;réalisé par Wong Kar-Wai
1992;Meilleur Film Étranger;ALICE;Non;M;réalisé par Woody Allen
1978;Meilleur Film Étranger;ANNIE HALL;Non;M;réalisé par Woody Allen
1987;Meilleur Film Étranger;HANNAH ET SES SOEURS;Non;M;réalisé par Woody Allen
1986;Meilleur Film Étranger;LA ROSE POURPRE DU CAIRE;Oui;M;réalisé par Woody Allen
1980;Meilleur Film Étranger;MANHATTAN;Oui;M;réalisé par Woody Allen
1993;Meilleur Film Étranger;MARIS ET FEMMES;Non;M;réalisé par Woody Allen
2006;Meilleur Film Étranger;MATCH POINT;Non;M;réalisé par Woody Allen
1994;Meilleur Film Étranger;MEURTRES MYSTÉRIEUX À MANHATTAN;Non;M;réalisé par Woody Allen
1998;Meilleur Film Étranger;TOUT LE MONDE DIT I LOVE YOU;Non;M;réalisé par Woody Allen
1982;Meilleur Acteur dans un Second Rôle;Guy Marchand;Oui;M;GARDE À VUE
2007;Meilleur Acteur dans un Second Rôle;Guy Marchand;Non;M;DANS PARIS
1988;Meilleur Acteur dans un Second Rôle;Guy Marchand;Non;M;NOYADE INTERDITE
1984;Meilleur Acteur dans un Second Rôle;Guy Marchand;Non;M;COUP DE FOUDRE
1981;Meilleur Acteur dans un Second Rôle;Guy Marchand;Non;M;LOULOU
2014;Meilleur Film Étranger;BLUE JASMINE;Non;M;réalisé par Woody Allen, distribution France MARS DISTRIBUTION
2010;Meilleur Film Étranger;J'AI TUÉ MA MÈRE;Non;M;réalisé par Xavier Dolan
2017;Meilleur Film Étranger;JUSTE LA FIN DU MONDE;Non;M;réalisé par Xavier Dolan, coproduction France MK PRODUCTIONS (Nathanaël Karmitz, Elisha Karmitz)
2013;Meilleur Film Étranger;LAURENCE ANYWAYS;Non;M;réalisé par Xavier Dolan, coproduction France MK2 (Nathanaël Karmitz, Charles Gillibert)
2015;Meilleur Film Étranger;MOMMY;Oui;M;réalisé par Xavier Dolan, distribution France DIAPHANA DISTRIBUTION
2011;Meilleur Film Étranger;LES AMOURS IMAGINAIRES;Non;M;réalisé par Xavier Dolan, distritbution France MK2 (Marin Karmitz, Nathanaël Karmitz)
1984;Meilleur Film Francophone;DANS LA VILLE BLANCHE;Oui;M;réalisé par Alain Tanner
1984;Meilleur Film Francophone;BENVENUTA;Non;M;réalisé par André Delvaux
1984;Meilleur Film Francophone;RIEN QU'UN JEU;Non;F;réalisé par Brigitte Sauriol
1984;Meilleur Film Francophone;BONHEUR D'OCCASION;Non;M;réalisé par Claude Fournier
1986;Meilleur Film Francophone;VISAGE PÂLE;Non;M;réalisé par Claude Gagnon
1986;Meilleur Film Francophone;LA DAME EN COULEUR;Non;M;réalisé par Claude Jutra
1986;Meilleur Film Francophone;LA DÉBORANCE;Oui;M;réalisé par Francis Reusseur
1985;Meilleur Film Francophone;WÊND KÛUNI;Oui;M;réalisé par Gaston Kabore
1986;Meilleur Film Francophone;JE VOUS SALUE MARIE;Non;M;réalisé par Jean-Luc Godard
1984;Meilleur Film Francophone;L'ALLÉGEMENT;Non;M;réalisé par Marcel Schüpbach
1986;Meilleur Film Francophone;DUST;Non;F;réalisé par Marion Hänsel
1984;Meilleur Film Francophone;LOLIE;Non;F;réalisé par Marion Hänsel
1986;Meilleur Film Francophone;VIVEMENT CE SOIR;Non;M;réalisé par Patrick van Antwerpen
1986;Meilleur Film Publicitaire;ERAM, FREE TIME;Non;M;réalisé par Etienne Chatiliez
1986;Meilleur Film Publicitaire;FREE TIME;Non;M;réalisé par Etienne Chatiliez
1985;Meilleur Film Publicitaire;LE PSYCHIATRE (BROTHER);Non;M;réalisé par Etienne Chatiliez
1981;Meilleur Acteur dans un Second Rôle;Heinz Bennent;Non;M;LE DERNIER MÉTRO
1985;Meilleur Film Publicitaire;LES PETITS HOMMES VERTS (LUSTUCRU), LE PSYCHIATRE (BROTHER);Non;M;réalisé par Etienne Chatiliez
1985;Meilleur Film Publicitaire;JAMES BOND (205 GTI);Non;M;réalisé par Gérard Pires
1986;Meilleur Film Publicitaire;CITROËN;Oui;M;réalisé par Jean Becker
2013;Meilleure Actrice;Hélène Vincent;Non;F;QUELQUES HEURES DE PRINTEMPS
1989;Meilleure Actrice dans un Second Rôle;Hélène Vincent;Oui;F;LA VIE EST UN LONG FLEUVE TRANQUILLE
1992;Meilleure Actrice dans un Second Rôle;Hélène Vincent;Non;F;J'EMBRASSE PAS
1985;Meilleur Film Publicitaire;CHINOISE (MAGGI);Non;M;réalisé par Jean-Baptiste Mondino
1985;Meilleur Film Publicitaire;LES VAUTOURS (HERTZ);Oui;M;réalisé par Jean-Jacques Annaud
1985;Meilleur Film Publicitaire;FLAMENCO (ORANGINA);Non;M;réalisé par Jean-Paul Goude
1985;Meilleur Film Publicitaire;KODACHROME (KODAK);Non;M;réalisé par Jean-Paul Goude
1986;Meilleur Film Publicitaire;LEE COOPER;Non;M;réalisé par Jean-Paul Goude
1986;Meilleur Film Publicitaire;CACHAREL;Non;F;réalisé par Sarah Moon
1985;Meilleur Film Publicitaire;L'AVENTURIER (GRUNDIG);Non;M;réalisé par Yves Lafaye
2003;Meilleur Jeune Espoir Féminin;Ludivine Sagnier;Non;F;8 FEMMES
1984;Meilleur Jeune Espoir Féminin;Sandrine Bonnaire;Oui;F;À NOS AMOURS
1990;Meilleur Jeune Espoir Féminin;Valérie Stroh;Non;F;BAPTÊME
1993;Meilleur Jeune Espoir Féminin;Elsa Zylberstein;Non;F;BEAU FIXE
1993;Meilleur Jeune Espoir Féminin;Isabelle Carré;Non;F;BEAU FIXE
1986;Meilleur Jeune Espoir Féminin;Zabou;Non;F;BILLY ZE KICK
1994;Meilleur Jeune Espoir Féminin;Florence Pernel;Non;F;BLEU
1997;Meilleur Jeune Espoir Féminin;Garance Clavel;Non;F;CHACUN CHERCHE SON CHAT
2002;Meilleur Jeune Espoir Féminin;Rachida Brakni;Oui;F;CHAOS
1997;Meilleur Jeune Espoir Féminin;Emmanuelle Devos;Non;F;COMMENT JE ME SUIS DISPUTÉ...(MA VIE SEXUELLE)
1997;Meilleur Jeune Espoir Féminin;Jeanne Balibar;Non;F;COMMENT JE ME SUIS DISPUTÉ...(MA VIE SEXUELLE)
1995;Meilleur Jeune Espoir Féminin;Marie Bunel;Non;F;COUPLES ET AMANTS
1992;Meilleur Jeune Espoir Féminin;Marie-Laure Dougnac;Non;F;DELICATESSEN
2004;Meilleur Jeune Espoir Féminin;Dinara Drukarova;Non;F;DEPUIS QU'OTAR EST PARTI...
1989;Meilleur Jeune Espoir Féminin;Nathalie Cardone;Non;F;DRÔLE D'ENDROIT POUR UNE RENCONTRE
1996;Meilleur Jeune Espoir Féminin;Clotilde Courau;Non;F;ELISA
1996;Meilleur Jeune Espoir Féminin;Sandrine Kiberlain;Oui;F;EN AVOIR (OU PAS)
2003;Meilleur Jeune Espoir Féminin;Marina Foïs;Non;F;FILLES PERDUES, CHEVEUX GRAS
1999;Meilleur Jeune Espoir Féminin;Rona Hartner;Non;F;GADJO DILO
2001;Meilleur Jeune Espoir Féminin;Sophie Guillemin;Non;F;HARRY, UN AMI QUI VOUS VEUT DU BIEN
1993;Meilleur Jeune Espoir Féminin;Linh-Dan Pham;Non;F;INDOCHINE
1998;Meilleur Jeune Espoir Féminin;Jeanne Balibar;Non;F;J'AI HORREUR DE L'AMOUR
1990;Meilleur Jeune Espoir Féminin;Dominique Blanc;Non;F;JE SUIS LE SEIGNEUR DU CHÂTEAU
1992;Meilleur Acteur;Hippolyte Girardot;Non;M;HORS LA VIE
1990;Meilleur Acteur;Hippolyte Girardot;Non;M;UN MONDE SANS PITIÉ
2000;Meilleur Jeune Espoir Féminin;Sylvie Testud;Non;F;KARNAVAL
1993;Meilleur Jeune Espoir Féminin;Charlotte Kadi;Non;F;L.627
1988;Meilleur Jeune Espoir Féminin;Sophie Renoir;Non;F;L'AMI DE MON AMIE
1986;Meilleur Jeune Espoir Féminin;Emmanuelle Béart;Non;F;L'AMOUR EN DOUCE
1997;Meilleur Jeune Espoir Féminin;Monica Bellucci;Non;F;L'APPARTEMENT
1996;Meilleur Jeune Espoir Féminin;Marie Gillain;Non;F;L'APPÂT
2003;Meilleur Jeune Espoir Féminin;Cécile de France;Oui;F;L'AUBERGE ESPAGNOLE
1995;Meilleur Jeune Espoir Féminin;Virginie Ledoyen;Non;F;L'EAU FROIDE
1986;Meilleur Jeune Espoir Féminin;Charlotte Gainsbourg;Oui;F;L'EFFRONTÉE
1989;Meilleur Jeune Espoir Féminin;Clotilde de Bayser;Non;F;L'ENFANCE DE L'ART
1999;Meilleur Jeune Espoir Féminin;Sophie Guillemin;Non;F;L'ENNUI
1983;Meilleur Jeune Espoir Féminin;Julie Jezequel;Non;F;L'ÉTOILE DU NORD
1983;Meilleur Jeune Espoir Féminin;Sophie Marceau;Oui;F;LA BOUM 2
1991;Meilleur Jeune Espoir Féminin;Judith Godrèche;Non;F;LA DÉSENCHANTÉE
2000;Meilleur Jeune Espoir Féminin;Barbara Schulz;Non;F;LA DILETTANTE
1991;Meilleur Jeune Espoir Féminin;Judith Henry;Oui;F;LA DISCRÈTE
1987;Meilleur Jeune Espoir Féminin;Dominique Blanc;Non;F;LA FEMME DE MA VIE
1998;Meilleur Jeune Espoir Féminin;Isabelle Carré;Non;F;LA FEMME DÉFENDUE
1996;Meilleur Jeune Espoir Féminin;Virginie Ledoyen;Non;F;LA FILLE SEULE
1989;Meilleur Jeune Espoir Féminin;Ingrid Held;Non;F;LA MAISON ASSASSINÉE
1994;Meilleur Jeune Espoir Féminin;Karin Viard;Non;F;LA NAGE INDIENNE
1992;Meilleur Jeune Espoir Féminin;Géraldine Pailhas;Oui;F;LA NEIGE ET LE FEU
1988;Meilleur Jeune Espoir Féminin;Julie Delpy;Non;F;LA PASSION BÉATRICE
2004;Meilleur Jeune Espoir Féminin;Julie Depardieu;Oui;F;LA PETITE LILI
1985;Meilleur Jeune Espoir Féminin;Laure Marsac;Oui;F;LA PIRATE
1998;Meilleur Jeune Espoir Féminin;Amira Casar;Non;F;LA VÉRITÉ SI JE MENS
1989;Meilleur Jeune Espoir Féminin;Catherine Jacob;Oui;F;LA VIE EST UN LONG FLEUVE TRANQUILLE
1999;Meilleur Jeune Espoir Féminin;Natacha Régnier;Oui;F;LA VIE RÊVÉE DES ANGES
1988;Meilleur Jeune Espoir Féminin;Mathilda May;Oui;F;LE CRI DU HIBOU
1984;Meilleur Jeune Espoir Féminin;Laure Duthilleul;Non;F;LE DESTIN DE JULIETTE
2003;Meilleur Jeune Espoir Féminin;Mélanie Doutey;Non;F;LE FRÈRE DU GUERRIER
1983;Meilleur Jeune Espoir Féminin;Souad Amidou;Non;F;LE GRAND FRÈRE
1996;Meilleur Jeune Espoir Féminin;Isabelle Carré;Non;F;LE HUSSARD SUR LE TOIT
1991;Meilleur Jeune Espoir Féminin;Clotilde Courau;Non;F;LE PETIT CRIMINEL
2001;Meilleur Jeune Espoir Féminin;Julie-Marie Parmentier;Non;F;LES BLESSURES ASSASSINES
2001;Meilleur Jeune Espoir Féminin;Sylvie Testud;Oui;F;LES BLESSURES ASSASSINES
2004;Meilleur Jeune Espoir Féminin;Laura Smet;Non;F;LES CORPS IMPATIENTS
1994;Meilleur Jeune Espoir Féminin;Valeria Bruni Tedeschi;Oui;F;LES GENS NORMAUX N'ONT RIEN D'EXCEPTIONNEL
2004;Meilleur Jeune Espoir Féminin;Marie-Josée Croze;Non;F;LES INVASIONS BARBARES
2002;Meilleur Jeune Espoir Féminin;Marion Cotillard;Non;F;LES JOLIES CHOSES
1995;Meilleure Actrice;Irène Jacob;Non;F;TROIS COULEURS ROUGE
1992;Meilleure Actrice;Irène Jacob;Non;F;LA DOUBLE VIE DE VÉRONIQUE
1994;Meilleur Jeune Espoir Féminin;Virginie Ledoyen;Non;F;LES MARMOTTES
1993;Meilleur Jeune Espoir Féminin;Romane Bohringer;Oui;F;LES NUITS FAUVES
2010;Meilleure Actrice;Isabelle Adjani;Oui;F;LA JOURNÉE DE LA JUPE
1995;Meilleure Actrice;Isabelle Adjani;Oui;F;LA REINE MARGOT
1989;Meilleure Actrice;Isabelle Adjani;Oui;F;CAMILLE CLAUDEL
1984;Meilleure Actrice;Isabelle Adjani;Oui;F;L'ÉTÉ MEURTRIER
1982;Meilleure Actrice;Isabelle Adjani;Oui;F;POSSESSION
1986;Meilleure Actrice;Isabelle Adjani;Non;F;SUBWAY
1977;Meilleure Actrice;Isabelle Adjani;Non;F;BAROCCO
1976;Meilleure Actrice;Isabelle Adjani;Non;F;L'HISTOIRE D'ADÈLE H
1995;Meilleur Jeune Espoir Féminin;Sandrine Kiberlain;Non;F;LES PATRIOTES
1995;Meilleur Jeune Espoir Féminin;Élodie Bouchez;Oui;F;LES ROSEAUX SAUVAGES
1997;Meilleur Jeune Espoir Féminin;Laurence Côte;Oui;F;LES VOLEURS
2003;Meilleure Actrice;Isabelle Carré;Oui;F;SE SOUVENIR DES BELLES CHOSES
2011;Meilleure Actrice;Isabelle Carré;Non;F;LES ÉMOTIFS ANONYMES
2008;Meilleure Actrice;Isabelle Carré;Non;F;ANNA M.
2006;Meilleure Actrice;Isabelle Carré;Non;F;ENTRE SES MAINS
2004;Meilleure Actrice;Isabelle Carré;Non;F;LES SENTIMENTS
1994;Meilleur Jeune Espoir Féminin;Chiara Mastroianni;Non;F;MA SAISON PRÉFÉRÉE
1985;Meilleur Jeune Espoir Féminin;Sophie Duez;Non;F;MARCHE À L'OMBRE
2017;Meilleure Actrice;Isabelle Huppert;Oui;F;ELLE
1996;Meilleure Actrice;Isabelle Huppert;Oui;F;LA CÉRÉMONIE
2016;Meilleure Actrice;Isabelle Huppert;Non;F;VALLEY OF LOVE
2006;Meilleure Actrice;Isabelle Huppert;Non;F;GABRIELLE
2003;Meilleure Actrice;Isabelle Huppert;Non;F;8 FEMMES
2002;Meilleure Actrice;Isabelle Huppert;Non;F;LA PIANISTE
2001;Meilleure Actrice;Isabelle Huppert;Non;F;SAINT-CYR
1999;Meilleure Actrice;Isabelle Huppert;Non;F;L'ÉCOLE DE LA CHAIR
1995;Meilleure Actrice;Isabelle Huppert;Non;F;LA SÉPARATION
1989;Meilleure Actrice;Isabelle Huppert;Non;F;UNE AFFAIRE DE FEMMES
1982;Meilleure Actrice;Isabelle Huppert;Non;F;COUP DE TORCHON
1981;Meilleure Actrice;Isabelle Huppert;Non;F;LOULOU
1979;Meilleure Actrice;Isabelle Huppert;Non;F;VIOLETTE NOZIÈRE
1978;Meilleure Actrice;Isabelle Huppert;Non;F;LA DENTELLIÈRE
2013;Meilleure Actrice dans un Second Rôle;Isabelle Huppert;Non;F;AMOUR
1976;Meilleure Actrice dans un Second Rôle;Isabelle Huppert;Non;F;ALOÏSE
1998;Meilleur Jeune Espoir Féminin;Laetitia Pesenti;Non;F;MARIUS ET JEANNETTE
1988;Meilleur Jeune Espoir Féminin;Anne Brochet;Non;F;MASQUES
2004;Meilleure Actrice dans un Second Rôle;Isabelle Nanty;Non;F;PAS SUR LA BOUCHE
2002;Meilleure Actrice dans un Second Rôle;Isabelle Nanty;Non;F;LE FABULEUX DESTIN D'AMÉLIE POULAIN
1987;Meilleur Jeune Espoir Féminin;Julie Delpy;Non;F;MAUVAIS SANG
